10000	11	150.405	0.0161599	0.0225766	-0.394635	-0.459323	0.379025	-0.803345	0	1
10001	11	602.852	0.00847694	-0.0511736	0.542865	0.756243	-0.624038	0.196655	0	1
10002	11	240.999	0.0232774	0.0015382	-0.570416	0.456605	0.553339	0.696655	0	1
10003	11	362.689	0.0404409	-0.0354274	0.742084	-0.606476	-0.734961	-0.303345	0	1
10004	11	476.296	-0.00679349	0.0180206	-0.230573	0.994027	0.0952095	-0.0533447	0	1
10005	11	79.7563	-0.0231132	-0.0510847	0.331927	-0.32078	-0.0307248	0.946655	0	1
10006	11	300.154	-0.0104047	0.00599975	-0.031354	-0.085306	0.89063	0.446655	0	1
10007	11	181.556	-0.0558476	-0.0149964	0.156146	0.0794181	-0.829158	-0.553345	0	1
10008	11	387.968	0.0216462	-0.0347683	-1.00401	0.215172	0.702531	-0.678345	0	1
10009	11	263.025	0.0098511	0.0423516	1.05849	-0.277289	-0.905344	0.321655	0	1
10010	11	513.749	0.036074	-0.0122239	-0.804791	-0.544995	0.166921	0.821655	0	1
10011	11	108.281	0.0409977	0.0202451	0.882709	0.940829	-0.288158	-0.178345	0	1
10012	11	204.12	-0.0011503	-0.0357228	-1.21495	-0.423821	0.798058	-0.428345	0	1
10013	11	322.99	-0.0331148	0.0353184	1.22255	0.384834	-0.724647	0.571655	0	1
10014	11	13.6403	-0.0257069	-0.0197475	-1.39073	0.880913	0.467822	0.0716553	0	1
10015	11	424.258	-0.0500096	0.00655665	1.42177	-0.328297	-0.174347	-0.928345	0	1
10016	11	377.269	-0.00771053	0.0432482	-0.676618	-0.311587	0.313264	-0.897095	0	1
10017	11	253.839	-0.0205445	-0.0294595	0.635882	0.701462	-0.705238	0.102905	0	1
10018	11	662.783	-0.0316191	0.0270207	-0.477399	0.565651	0.562622	0.602905	0	1
10019	11	164.227	-0.0388241	-0.00304448	0.460101	-0.650707	-0.647222	-0.397095	0	1
10020	11	194.778	0.0195762	0.0447204	-0.137555	0.00265526	0.989119	-0.147095	0	1
10021	11	313.406	0.0108653	-0.0277838	0.0499449	-0.00140147	-0.522064	0.852905	0	1
10022	11	96.8178	0.0449736	0.0126701	-0.313336	-0.935656	0.00251174	0.352905	0	1
10023	11	497.34	0.0291507	-0.016336	0.249164	0.762407	-0.00204666	-0.647095	0	1
10024	11	123.592	-0.0114284	-0.0520173	-0.910993	0.788839	0.324269	-0.522095	0	1
10025	11	539.415	-0.0119296	0.0186475	0.776507	-0.812446	-0.333974	0.477905	0	1
10026	11	275.93	-0.0457564	-0.0232978	-1.08677	-0.0794806	0.19335	0.977905	0	1
10027	11	403.417	-0.0254583	0.00827987	0.975726	0.380109	-0.924678	-0.0220947	0	1
10028	11	441.416	0.0397409	-0.0413564	-1.49693	-0.88803	0.37063	-0.272095	0	1
10029	11	42.4561	0.000189045	0.00949	1.31557	0.632777	-0.264097	0.727905	0	1
10030	11	336.609	0.055198	-0.00654895	-1.29771	0.375026	0.898563	0.227905	0	1
10031	11	217.094	0.0139794	0.0110141	1.13979	-0.244773	-0.586477	-0.772095	0	1
10032	11	524.302	-0.0106137	-0.00202696	0.729632	0.307272	0.457204	-0.834595	0	1
10033	11	114.936	-0.0476364	0.0323592	-0.582868	-0.550117	-0.818543	0.165405	0	1
10034	11	394.517	-0.0118651	-0.0142343	0.553851	-0.619562	0.416388	0.665405	0	1
10035	11	268.547	-0.00504683	0.0555959	-0.383649	0.782137	-0.52565	-0.334595	0	1
10036	11	27.7405	0.0219875	-0.0093051	0.143695	-0.191767	0.977788	-0.0845947	0	1
10037	11	431.497	0.0500495	0.0202842	-0.0438051	0.0774703	-0.395008	0.915405	0	1
10038	11	209.693	0.00798664	-0.0270719	0.342914	0.892631	0.175066	0.415405	0	1
10039	11	328.796	0.0249196	0.045776	-0.219586	-0.796158	-0.156145	-0.584595	0	1
10040	11	231.822	-0.0313259	0.00648049	0.870257	-0.6907	0.139317	-0.709595	0	1
10041	11	352.52	-0.0419219	-0.02755	-0.817243	0.938013	-0.189201	0.290405	0	1
10042	11	140.295	-0.0164272	0.0313065	1.06948	0.121122	0.600491	0.790405	0	1
10043	11	574.808	-0.0143231	-0.0459492	-0.993024	-0.193331	-0.958485	-0.209595	0	1
10044	11	290.787	0.0273785	0.026963	1.40932	0.739774	0.491434	-0.459595	0	1
10045	11	171.982	0.0460041	-0.000351751	-1.40318	-0.700855	-0.46558	0.540405	0	1
10046	11	462.332	0.00435909	0.0410393	1.23354	-0.552884	0.832278	0.0404053	0	1
10047	11	66.557	0.027513	-0.0340523	-1.20396	0.155701	-0.234383	-0.959595	0	1
10048	11	494.209	-0.032241	-0.0396584	-0.11192	-0.32959	0.0170787	-0.94397	0	1
10049	11	94.4605	-0.00270051	0.0261768	0.0755796	0.997091	-0.0516674	0.0560303	0	1
10050	11	311.502	-0.0530301	-0.000245314	-0.287702	0.0430116	0.830048	0.55603	0	1
10051	11	192.9	-0.0153328	0.0151916	0.274798	-0.046369	-0.894841	-0.44397	0	1
10052	11	162.273	0.0161747	-0.0524462	-0.697858	0.728645	0.656851	-0.19397	0	1
